"","Date","Species","notes","Site","Total_time","nFurSeals"
"1775","12/14/2016","","","BELS","02:00:00",NA
"1776","12/15/2016","ES","","ROBE","02:00:00",NA
"1777","12/16/2016","","","SAUN","02:00:00",NA
"1778","12/20/2016","ES","","TURR","02:45:00",NA
"1779","12/20/2016","ES","","TSIS","00:20:00",NA
"1780","12/21/2016","ES","approx 35 ES at various points along beach and up past meltwater lake","YANK","02:45:00",NA
"1781","12/21/2016","WS","","HYDR","02:40:00",NA
"1782","12/21/2016","CS","","SPIG","02:00:00",NA
"1783","12/21/2016","CS","","SPIP","00:50:00",NA
"1784","12/22/2016","WS","1 WS, took photo","DAMO","02:15:00",NA
"1785","12/22/2016","WS","1 WS, took a photo","DOBE","00:20:00",NA
"1786","12/22/2016","WS","WS:2","JOUG","01:45:00",NA
"1787","12/23/2016","CS","1 CS on small island","ORNE","02:20:00",NA
"1788","12/23/2016","ES","1 ES","BRYE","00:25:00",NA
"1789","12/23/2016","","","ALMI","00:20:00",NA
"1790","12/23/2016","WS","","DOBE","",NA
"1791","12/24/2016","","","SELV","00:45:00",NA
"1792","12/24/2016","","","SPTR","00:30:00",NA
"1793","12/24/2016","LSES","","PCHA","02:20:00",NA
"1794","12/24/2016","WS","","BRYS","00:30:00",NA
"1795","12/25/2016","","","PING","02:30:00",NA
"1796","12/25/2016","WSES","9 WS around landing beach (photos of 8)5 ES near hut","MIKK","01:10:00",NA
"1797","12/25/2016","CS","","CUVE","",NA
"1798","12/28/2016","LSCS","","RONE","01:00:00",NA
"1799","12/30/2016","","","CARC","01:00:00",NA
"1800","12/30/2016","WSLSES","","FORT","02:15:00",NA
"1801","12/30/2016","","","SART","00:30:00",NA
"1802","12/30/2016","","","PRIM","01:00:00",NA
"1803","01-Jan-17","","","DURV","02:15:00",NA
"1804","01-Jan-17","LSCS","","MADD","02:00:00",NA
"1805","04-Jan-17","FSES","","WHIS","02:45:00",NA
"1806","05-Jan-17","ESFS","","GOLD","04:30:00",NA
"1807","09-Jan-17","WS","kayakers reported WS","HALF","01:50:00",NA
"1808","09-Jan-17","ES","","ENTR","01:40:00",NA
"1809","10-Jan-17","WS","1 WS on Tetrad 1","TETR","02:00:00",NA
"1810","10-Jan-17","","","PING","02:15:00",NA
"1811","11-Jan-17","WS","1 WS","GEOR","02:45:00",NA
"1812","12-Jan-17","CS","6 CS on ice","SELV","00:40:00",NA
"1813","12-Jan-17","","","SPTR","00:30:00",NA
"1814","1/18/2017","","Non-oceanites observer, so didn't note seals.","KAYR","00:20:00",NA
"1815","01/19/2017","FSCS","1 FS (juv male); 11 CS","SPIP","00:51:00",1
"1816","01/19/2017","WS","WS: 4","NEKO","00:57:00",NA
"1817","01/19/2017","","","BENE","00:08:00",NA
"1818","1/18/2017","FS","","RENI","00:45:00",NA
"1819","12/29/2016","WS","","NEKO","02:35:00",NA
"1820","1/21/2017","","","WATE","06:10:00",NA
"1821","1/18/2017","FSWS","","RUGG","03:35:00",NA
"1822","12/28/2016","ESWS","","YANK","04:21:00",NA
"1823","12/30/2016","WS","","WATE","",NA
"1824","01-Jan-17","ESWS","","HALF","",NA
"1825","1/18/2017","","","CUVE","07:46:00",NA
"1826","01/27/2017","","","SAUN","03:24:00",NA
"1827","01-Feb-17","LSFSES","1 LS just offshore, playing with zodiacs.Plenty of FS, but seems like fewer than usual.Plenty of ES","JASO","03:10:00",NA
"1828","02-Feb-17","FSES","Many ES.Many FS (though perhaps fewer than expected).","SALI","03:36:00",NA
"1829","03-Feb-17","FSES","Plenty of FS and ES.","STAD","02:37:00",NA
"1830","04-Feb-17","FSES","Not counted.","ROYA","01:05:00",NA
"1831","04-Feb-17","FSES","","GOLD","02:59:00",NA
"1832","05-Feb-17","WSFS","WS: 7 (6 were photographed, one was in the water)Didn't count FS.","LAHA","01:22:00",NA
"1833","05-Feb-17","FSES","Not counted.","COOP","00:57:00",NA
"1834","06-Feb-17","FSES","Not counted.","WHIS","01:52:00",NA
"1835","09-Feb-17","ES","Not counted.","SELI","04:10:00",NA
"1836","10-Feb-17","","","BLEA","03:06:00",NA
"1837","07-Dec-17","","","DANC","02:25:00",NA
"1838","08-Dec-17","ES","Single female elephant seal hauled out at north end of the site","DAMO","02:05:00",NA
"1839","08-Dec-17","","","JOUG","01:43:00",NA
"1840","10-Dec-17","","","PING","02:57:00",NA
"1841","10-Dec-17","WS","A couple of seals hauled out on snow near zodiac landing beach.  Sam got photos of one of them after counting.","MIKK","01:30:00",NA
"1842","10-Dec-17","","","SKOT","00:40:00",NA
"1843","11-Dec-17","","","AITC","01:11:00",NA
"1844","12-Dec-17","","","PAUL","02:10:00",NA
"1845","12/13/2017","ES","A handful of young elephant seals hauled out on beaches on northern side of the island","PENG","03:30:00",NA
"1846","12/13/2017","ES","20-30 young elephant seals hauled out and molting on beach on southern side of point.","TURR","13:15:00",NA
"1847","12/16/2017","","","BRYE","",NA
"1848","12/17/2017","","None noted. ","PING","02:00:00",0
"1849","12/17/2017","","","TETR","01:00:00",NA
"1850","12/19/2017","ES","","PENG","02:45:00",NA
"1851","12/23/2017","","","HOPE","00:30:00",NA
"1852","12/24/2017","WSES","","MIKK","01:00:00",NA
"1853","12/24/2017","","","PING","",NA
"1854","12/24/2017","ES","","SKOT","00:15:00",NA
"1855","12/25/2017","ES","","JACP","00:15:00",NA
"1856","12/25/2017","WS","","BROW","01:00:00",NA
"1857","12/31/2017","","","DANC","02:00:00",NA
"1858","12/31/2017","WSCSLS","12 WS, 3LS, 1 CS","JOUG","01:17:00",NA
"1859","12/31/2017","WSES","","AITC","03:10:00",NA
"1860","01-Jan-18","","","LOCK","00:37:00",NA
"1861","01-Jan-18","","","SELV","01:07:00",NA
"1862","01-Jan-18","","","SPTR","01:10:00",NA
"1863","01-Jan-18","","","BROW","01:30:00",NA
"1864","01-Jan-18","","","MADD","02:00:00",NA
"1865","01-Jan-18","","","MADI","",NA
"1866","02-Jan-18","","","BAIL","02:15:00",NA
"1867","02-Jan-18","ES","ES = 8","FORT","01:20:00",NA
"1868","02-Jan-18","","","TETR","",NA
"1869","02-Jan-18","ES","Wallow on short in near tide area near rock pinnacles. ","TSIS","00:30:00",NA
"1870","02-Jan-18","ES","","TURR","00:30:00",NA
"1871","02-Jan-18","ESWS","","ROBE","02:00:00",NA
"1872","03-Jan-18","FS","FS = 8","WILD","-9:15:00",8
"1873","03-Jan-18","","","DANC","02:00:00",NA
"1874","03-Jan-18","","","JOUG","00:15:00",NA
"1875","03-Jan-18","","No seals present. ","CUVE","01:30:00",0
"1876","04-Jan-18","ES","","DAMO","02:00:00",NA
"1877","04-Jan-18","","","DOBE","00:10:00",NA
"1878","05-Jan-18","ESCS","","PETE","04:10:00",NA
"1879","05-Jan-18","","","VERN","",NA
"1880","06-Jan-18","ESFS","SO MANY SEALS","GOLD","02:20:00",NA
"1881","06-Jan-18","FSES","lots","GRYT","",NA
"1882","06-Jan-18","","","LOCK","",NA
"1883","06-Jan-18","ESCS","","PLEN","02:00:00",NA
"1884","07-Jan-18","ESFS","","WHIS","03:00:00",NA
"1885","07-Jan-18","FSES","","STRO","02:36:00",NA
"1886","07-Jan-18","","None","ALMI","00:15:00",0
"1887","07-Jan-18","","None","BRYE","00:20:00",0
"1888","07-Jan-18","","None","BRYS","00:20:00",0
"1889","07-Jan-18","ESWS","","CUVE","02:30:00",NA
"1890","08-Jan-18","ESFS","","SALI","02:43:00",NA
"1891","08-Jan-18","WS","On beach below","ENTR","01:30:00",NA
"1892","08-Jan-18","ES","","FORT","02:00:00",NA
"1893","11-Jan-18","","No seals noted. ","ARDL","02:00:00",0
"1894","1/16/2018","FSES","","PENG","02:27:00",NA
"1895","1/16/2018","","","NISE","02:50:00",NA
"1896","1/17/2018","","","CUVE","01:51:00",NA
"1897","1/18/2018","","","CARC","02:50:00",NA
"1898","1/18/2018","","","SAUN","03:00:00",NA
"1899","1/19/2018","CS","at least 11 CS","YALO","01:24:00",NA
"1900","1/19/2018","CS","","PCHA","01:30:00",NA
"1901","1/20/2018","","","ALMI","00:11:00",NA
"1902","1/20/2018","","","BRYE","00:25:00",NA
"1903","1/20/2018","WSES","5 ES, 1 WS","DAMO","01:32:00",NA
"1904","1/21/2018","","","SPTR","00:25:00",NA
"1905","1/21/2018","WSFSES","WS=4, ES=1, FS=3","ENTE","01:30:00",3
"1906","1/22/2018","LS","LS=1","ENTR","01:00:00",NA
"1907","1/23/2018","ESFS","","TURR","02:45:00",NA
"1908","1/24/2018","","","GAST","00:38:00",NA
"1909","1/24/2018","LS","","RONE","01:15:00",NA
"1910","1/24/2018","","","ORNE","01:15:00",NA
"1911","1/25/2018","WS","CS = 55+, WS=3+, ","PLEN","02:30:00",NA
"1912","1/25/2018","CSLSES","CS=14, ES=1, LS=1","MOOT","01:10:00",NA
"1913","1/25/2018","ES","ES=4 near landing beach","PETE","01:00:00",NA
"1914","1/25/2018","WSCS","","DETA","03:00:00",NA
"1915","1/26/2018","CS","CS = 9","HIDD","",NA
"1916","1/26/2018","WS","WS=2","NEKO","00:50:00",NA
"1917","1/26/2018","","","PETE","01:45:00",NA
"1918","1/26/2018","","","ALMI","03:00:00",NA
"1919","1/27/2018","","","WHAL","02:12:00",NA
"1920","1/27/2018","FS","","SART","00:23:00",NA
"1921","1/27/2018","FSES","FS=many, ES=1","FORT","00:30:00",NA
"1922","1/28/2018","WS","WS=1","HOPE","01:55:00",NA
"1923","1/28/2018","WSLS","","BROW","00:25:00",NA
"1924","1/28/2018","FS","","MIKK","03:00:00",NA
"1925","1/29/2018","","","PAUL","02:55:00",NA
"1926","07-Feb-18","FSES","","ELSE","02:00:00",NA
"1927","07-Feb-18","FSES","","SALI","02:45:00",NA
"1928","08-Feb-18","FS","","STRO","02:00:00",NA
"1929","09-Feb-18","FSES","","GOLD","03:00:00",NA
"1930","09-Feb-18","ESFS","","COOP","01:10:00",NA
"1931","12-Feb-18","FSESWSLS","FS: 500 (appx)ES: 20 (appx)WS: 1ES: 1","LOOK","01:45:00",500
"1932","2/13/2018","LSWS","several leopard seals in area. We observed 2, other zodiacs reported others in area","HOPE","00:21:00",NA
"1933","2/13/2018","FSWS","","BROW","01:03:00",NA
"1934","2/14/2018","FSCS","FS: 52 on shipwreck beach; photos for count on beacon beachCS: 1","ENTR","01:19:00",52
"1935","2/15/2018","WSFS","FS: manyWS: 1LS: 1 (swimming)","GEOR","02:13:00",NA
"1936","2/16/2018","","","JOUG","01:10:00",NA
"1937","2/16/2018","","","ALMI","00:20:00",NA
"1938","2/16/2018","","","BRYS","00:25:00",NA
"1939","2/16/2018","CS","CS: 1","BRYE","00:20:00",NA
"1940","2/17/2018","FS","FS: 12","HOVG","02:10:00",12
"1941","2/23/2018","FSWSCSLS","Two fur seals near landing beach. One curious crabeater.","PLEN","02:55:00",2
"1942","2/23/2018","FS","At least 7 fur seals present.","PETE","01:00:00",7
"1943","2/23/2018","FS","One fur seal napping.","MOOT","01:15:00",1
"1944","2/25/2018","","No seals present.","NOBL","00:04:00",0
"1945","2/25/2018","WSFS","A group of 7 CS swam past. 3 WS, 5 FS.","DOBE","00:30:00",5
"1946","2/25/2018","CS","CS on rocks available at low tide","LOCK","00:38:00",NA
"1947","2/27/2018","FSWS","WSx14, Many FS","WHAL","02:42:00",NA
"1948","05-Mar-18","FSWSCS","FSx2, WSx1, CSx3","DANC","00:46:00",2
"1949","05-Mar-18","FS","FSx10","CUVE","00:50:00",10
"1950","06-Mar-18","WS","2xWS","PRIE","00:12:00",NA
"1951","06-Mar-18","WS","WSx1 on PYPT east (channel side)","PYPT","00:25:00",NA
"1952","06-Mar-18","FSWS","2xFS, 5xWS","PABE","00:07:00",2
"1953","08-Mar-18","","No seals on island","KAYR","00:15:00",0
"1954","08-Mar-18","","No seals noted on south side of island.","FARE","00:43:00",0
"1955","08-Mar-18","FSWSES","Many fur seals hauled out on all beaches, including directly under glaciers.","SPTR","00:40:00",NA
"1956","09-Mar-18","FS","One WS and one CS in Pendulum Cove. 5 FS north of Pendulum.","TELE","00:30:00",5
"1957","09-Mar-18","FSES","1 ES, approx 70 FS","SPEN","00:15:00",70
"1958","07-Dec-18","WSCS","WS and CS in back (1 CS, 4 WS), and Lockroy counted 235 CS on fast ice on other side.","JOUG","01:14:00",NA
"1959","07-Dec-18","","","ALMI","00:35:00",NA
"1960","07-Dec-18","ES","ES=1","BRYS","00:24:00",NA
"1961","07-Dec-18","","No seals.","BRYE","00:33:00",0
"1962","07-Dec-18","","No seals seen","PABE","00:04:00",0
"1963","08-Dec-18","WS","WSx1","NEKO","01:20:00",NA
"1964","09-Dec-18","","No seals observed","SPTR","01:10:00",0
"1965","09-Dec-18","","No seals.","SELV","00:28:00",0
"1966","10-Dec-18","WS","WSx8","MIKK","01:15:00",NA
"1967","10-Dec-18","","No seals noted","PING","02:10:00",0
"1968","11-Dec-18","ES","ESx3","ENTR","01:12:00",NA
"1969","11-Dec-18","WSFS","FSx1 WS","WHAL","00:25:00",1
"1970","11-Dec-18","ESWS","ESx301 minimum. WSx2 min","ROBE","03:00:00",NA
"1971","12-Dec-18","","No seals detected.","HOPE","01:20:00",0
"1972","12/15/2018","ES","ESx1","CUVE","01:38:00",NA
"1973","12/15/2018","","","TETR","",NA
"1974","12/15/2018","","","PING","01:45:00",NA
"1975","12/16/2018","ES","1 ES on the snow above the landing beach","CUVE","02:20:00",NA
"1976","12/16/2018","","","JACP","00:15:00",NA
"1977","12/16/2018","","","ENTE","",NA
"1978","12/16/2018","","","BRYE","",NA
"1979","12/17/2018","ES","ES=2","WATE","",NA
"1980","12/21/2018","FSES","Many weaner ES, some molting adults. Low FS density overall with very few pups seen.","GOLD","03:45:00",NA
"1981","12/22/2018","FSES","Numerous FS but not super dense. ES molting and weaners all over the beach. LS off shore eating an ES.","DOBA","02:45:00",NA
"1982","12/24/2018","","","WHIS","02:40:00",NA
"1983","12/24/2018","","","DANC","02:30:00",NA
"1984","12/25/2018","WS","WS=16","POPT","03:10:00",NA
"1985","12/26/2018","","","DUPT","01:00:00",NA
"1986","12/26/2018","ES","ES=1","WATE","01:00:00",NA
"1987","12/26/2018","","","BRYE","00:25:00",NA
"1988","12/26/2018","","","BRYS","00:30:00",NA
"1989","12/27/2018","ESFS","ES~35FS=1","AITC","03:30:00",1
"1990","02-Jan-19","FSESCS","FSx1 CSx1 ES ~10","FORT","02:57:00",1
"1991","03-Jan-19","","","BRYE","",NA
"1992","05-Jan-19","WS","WSx1 in pre-molt","NOBL","00:30:00",NA
"1993","05-Jan-19","WS","WSx1 post-molt","DOBE","00:14:00",NA
"1994","05-Jan-19","WSCSLS","WSx7, LSx3, CSx2, possibly 3 more WS","JOUG","00:26:00",NA
"1995","05-Jan-19","FSES","Collected FS density estimates","SALI","03:30:00",NA
"1996","05-Jan-19","FSES","","AMPL","00:17:00",NA
"1997","06-Jan-19","WS","WS x2","ONEI","01:04:00",NA
"1998","06-Jan-19","WSES","WSx2, ESx1","SANE","00:25:00",NA
"1999","06-Jan-19","","","LAUT","00:04:00",NA
"2000","06-Jan-19","WS","WSx1 at landing beach","NEKO","02:20:00",NA
"2001","06-Jan-19","FSES","Collected FS density estimates","STRO","00:02:00",NA
"2002","07-Jan-19","","No seals observed.","KAYR","01:21:00",0
"2003","07-Jan-19","","No seals present","SKOT","00:13:00",0
"2004","09-Jan-19","","No seals detected","DAMO","02:25:00",0
"2005","09-Jan-19","WS","WSx2","DOBE","00:15:00",NA
"2006","10-Jan-19","ESFS","ES: at least one on Gnomen, FS at least 9","WILD","01:55:00",9
"2007","11-Jan-19","","No seals observed","SPIP","00:17:00",0
"2008","11-Jan-19","","No seals observed.","SELV","00:48:00",0
"2009","11-Jan-19","","No seals observed","SPTR","00:55:00",NA
"2010","11-Jan-19","WS","6 WS hauled out on small penguin island and another non-penguin island","ORNE","01:11:00",0
"2011","11-Jan-19","","No seals observed","RONE","00:53:00",NA
"2012","11-Jan-19","WS","WS: 2 (plus one more offshore on ice)","PAUL","01:44:00",NA
"2013","11-Jan-19","WSCS","WS: 2(one on ice ~10m from colony; 1 farther out on ice)Several CS reported and photographed by paz","BROW","01:25:00",NA
"2014","12-Jan-19","WSES","WSx16, ESx1","MIKK","01:05:00",NA
"2015","12-Jan-19","WS","WSx4, photos taken for ID","CISS","00:06:00",NA
"2016","12-Jan-19","ESWS","ES and WS photos collected from pax","YANK","00:35:00",NA
"2017","12-Jan-19","ESLS","LS was just offshore, and approached the zodiac. Site appears to be a regular ES wallow, especially near the rocky end of the point. (Total ES: 45)","TRIA","01:53:00",NA
"2018","12-Jan-19","WS","WS: 2 (got good photos of one, the other was covered in sand and at a bad angle)","TELE","01:06:00",NA
"2019","12-Jan-19","","","GAST","",NA
"2020","12-Jan-19","","","JACP","",NA
"2021","1/13/2019","WSES","ESx3, WSx5, WS ID photos. Pax also harassed ES weaner with close approaches while trying to get to Mac.","HALF","02:20:00",NA
"2022","1/13/2019","WSLSES","WSx2 (photos for ID), ESx9, LSx1 (1 female hauled  out 30m from the beach)","WEEK","00:44:00",NA
"2023","1/13/2019","WSFSES","ESx42 (large wallow), WSx2, FSx4 including ONE PUP and a male attending what I assume was a one female harem, though the female seemed to be out fishing.","FLAT","00:20:00",NA
"2024","1/13/2019","WS","WS: 3","GEOR","02:57:00",NA
"2025","1/13/2019","","","ASTU","",NA
"2026","1/13/2019","WS","#WS=3","DOBE","",NA
"2027","1/13/2019","","","DAMO","",NA
"2028","1/14/2019","WSES","WS: 2, ES: 1","NEKO","01:20:00",NA
"2029","1/14/2019","","","BRYE","",NA
"2030","1/14/2019","","","ALMI","",NA
"2031","1/15/2019","FS","FSx3","RENI","00:16:00",3
"2032","1/15/2019","","No seals observed.","ENTW","01:34:00",0
"2033","1/15/2019","","","FORT","",NA
"2034","1/15/2019","","","SART","",NA
"2035","1/16/2019","","","TIEA","00:02:00",NA
"2036","1/16/2019","WSFSES","WSx11, FSx2, ESx1, all napping and took no notice of landing. First noticed FS arrival this season yesterday 1/15/19.","CHIO","00:18:00",2
"2037","1/16/2019","","No seals observed.","CISN","00:01:00",0
"2038","1/16/2019","","No seals observed, but did not circumnavigate the island.","FARE","00:22:00",0
"2039","1/17/2019","WS","WSx1","NOBL","00:20:00",NA
"2040","1/17/2019","","No seals detected","BRUI","00:13:00",0
"2041","1/17/2019","WS","WSx1","BRYS","00:31:00",NA
"2042","1/20/2019","","","DANC","02:15:00",NA
"2043","1/22/2019","","","RRRI","02:30:00",NA
"2044","1/23/2019","WSCS","","LAGO","02:45:00",NA
"2045","1/25/2019","","","DAMO","03:00:00",NA
"2046","1/25/2019","","","DOBE","00:15:00",NA
"2047","12/21/2016","","","HYDS","02:40:00",NA
"2048","04-Dec-19","","","PCHA","01:50:00",NA
"2049","12-Dec-19","WSES","","ANDI","03:28:00",NA
"2050","12-Dec-19","","","HALF","00:50:00",NA
"2051","12/13/2019","","","CUVE","02:30:00",NA
"2052","12/13/2019","ESWS","One Weddell on main landing beach and some more Weddells/Elephant Seals over toward the glacier face.","NEKO","02:25:00",NA
"2053","12/14/2019","WSCS","4 WS , 1 CS","USEF","01:40:00",NA
"2054","12/14/2019","","","SELV","01:30:00",NA
"2055","12/14/2019","","","SPIG","01:00:00",NA
"2056","12/15/2019","","","BROW","01:45:00",NA
"2057","12/15/2019","","None. ","MONU","",0
"2058","12/16/2019","","","PEND","02:00:00",NA
"2059","12/16/2019","ES","909 elephant seals counted","ELPT","03:31:00",NA
"2060","12/21/2019","","","HALF","01:22:00",NA
"2061","12/21/2019","","None noted. ","HALF","01:15:00",0
"2062","12/22/2019","","","BROW","01:17:00",NA
"2063","12/22/2019","","","MADI","",NA
"2064","12/22/2019","ES","","CUVE","02:00:00",NA
"2065","12/22/2019","WS","","NEKO","00:30:00",NA
"2066","12/23/2019","WS","Three WS on beach.","GEOR","01:20:00",NA
"2067","12/23/2019","","none noted","BRYS","00:20:00",0
"2068","12/23/2019","","None noted.","BRYE","00:15:00",0
"2069","12/24/2019","WS","#WS=6","JOUG","00:52:00",NA
"2070","12/24/2019","","","CREN","",NA
"2071","12/25/2019","","","TXRX","",NA
"2072","12/25/2019","","None noted.","FARE","00:25:00",0
"2073","12/25/2019","","","SPER","00:05:00",NA
"2074","12/25/2019","WS","two weddell seals on shore","MIKK","01:30:00",NA
"2075","12/26/2019","","","LAUR","00:15:00",NA
"2076","12/26/2019","","","ASTU","00:05:00",NA
"2077","01-Jan-20","WS","#WS=1 on the beach","RRRI","03:30:00",NA
"2078","01-Jan-20","","","GRAV","03:02:00",NA
"2079","02-Jan-20","","","HORI","03:15:00",NA
"2080","02-Jan-20","ESWS","#WS=4 #ES=148","JENN","01:00:00",NA
"2081","02-Jan-20","","","SAUN","02:47:00",NA
"2082","02-Jan-20","","","CARC","01:04:00",NA
"2083","03-Jan-20","","","ARMS","02:00:00",NA
"2084","03-Jan-20","","","FISH","01:30:00",NA
"2085","03-Jan-20","WS","#WS=5","EXTE","01:30:00",NA
"2086","07-Jan-20","ESFS","","STRO","00:34:00",NA
"2087","09-Jan-20","ESFS","","MOLT","00:30:00",NA
"2088","1/13/2020","","","BROW","01:31:00",NA
"2089","1/13/2020","WS","6 Weddell seals around the beach between PAX and BESH colony","PAUL","00:37:00",NA
"2090","1/14/2020","","","RONE","00:37:00",NA
"2091","1/14/2020","","","CUVE","01:00:00",NA
"2092","1/15/2020","","","NEKO","01:15:00",NA
"2093","1/16/2020","","","ALMI","00:10:00",NA
"2094","1/16/2020","","","NOBL","",NA
"2095","1/16/2020","","","JOUG","01:30:00",NA
"2096","1/17/2020","","","HUMN","",NA
"2097","1/27/2020","FS","","RIBB","01:55:00",NA
"2098","1/27/2020","FSES","Mainly female fur seals and pups. Only a few ES.","SALI","03:00:00",NA
"2099","1/28/2020","FSES","","STRO","03:00:00",NA
"2100","03-Feb-20","WS","4 x WS tummy photos for Alex","PAUL","01:37:00",NA
"2101","12-09-16","CS",NA,"HERO","06:00:00",NA
"2102","12-10-15","CSESWS",NA,"HERO","12:00:00",NA
"2103","12-12-15","",NA,"AMBUSH BAY","04:00:00",NA
"2104","12/13/2015","",NA,"AMBUSH BAY","04:00:00",NA
"2105","12/13/2015","",NA,"Ambush big  Island","04:00:00",NA
"2106","12/13/2015","",NA,"Ambush rocks","01:00:00",NA
"2107","12/13/2015","",NA,"Patella","02:00:00",NA
"2108","12/14/2015","",NA,"Earle Island","02:30:00",NA
"2109","12/14/2015","",NA,"Dixie Rock","",NA
"2110","12/15/2015","",NA,"Beagle Island","07:00:00",NA
"2111","12/16/2015","",NA,"Platter","12:00:00",NA
"2112","12/17/2015","",NA,"Brash","06:00:00",NA
"2113","12/17/2015","",NA,"Scud Rock","",NA
"2114","12/18/2015","",NA,"Comb Island","01:00:00",NA
"2115","12/18/2015","",NA,"Darwin Island","01:00:00",NA
"2116","12/18/2015","",NA,"King Point","",NA
"2117","12/19/2015","",NA,"Etna Island","",NA
"2118","12/20/2015","",NA,"Wideopen East","",NA
"2119","12/20/2015","",NA,"Wideopen West","",NA
"2120","12/21/2015","",NA,"Rocksalt 1","-9:00:00",NA
"2121","12/21/2015","",NA,"Rocksalt 2","",NA
"2122","12/21/2015","",NA,"Rocksalt 3","",NA
"2123","12/21/2015","",NA,"Rocksalt 4","",NA
"2124","12/21/2015","WS",NA,"Rocksalt 5","",NA
"2125","12/21/2015","",NA,"Rocksalt 6","12:00:00",NA
"2126","","",NA,"Boreal Point","00:30:00",NA
"2127","12/21/2015","",NA,"Rockpepper Island","01:00:00",NA
"2128","12/21/2015","",NA,"Papua Island","00:30:00",NA
"2129","12/21/2015","",NA,"Gull Island","01:00:00",NA
"2130","12/21/2015","WS",NA,"Point near Gull Rock","01:00:00",NA
"2131","12/21/2015","",NA,"Knobble Point","01:00:00",NA
"2132","12/22/2015","WS",NA,"Gourdin","07:00:00",NA
"2133","12/23/2015","",NA,"Gourdin","03:00:00",NA
"2134","12/23/2015","",NA,"Prime Head","",NA
"2135","12/23/2015","",NA,"Phils Head","00:45:00",NA
"2136","12/23/2015","",NA,"Phils Head 2","",NA
"2137","12/25/2015","",NA,"Francais Islands","",NA
"2138","12/25/2015","",NA,"Medley Islands","",NA
"2139","12/25/2015","",NA,"Unnamed Island","",NA
"2140","12/26/2015","",NA,"Seal Island","03:00:00",NA
"2141","12/26/2015","",NA,"Cape Belsham","",NA
"2142","12/27/2015","",NA,"Penguin Ladder","02:30:00",NA
"2143","12/27/2015","ES",NA,"Jacbos Ladder","02:30:00",NA
"2144","12/27/2015","ESFSLS",NA,"Chinstrap Beach","02:30:00",NA
"2145","12/27/2015","",NA,"Nelly Point","",NA
"2146","12/27/2015","ES",NA,"Muckle Bluff","01:00:00",NA
"2147","12-12-19","WSES","","ANDI",NA,NA
"2148","12-12-19","","","HALF",NA,NA
"2149","12/13/2019","","","CUVE",NA,NA
"2150","12/13/2019","ESWS","One Weddell on main landing beach and some more Weddells/Elephant Seals over toward the glacier face.","NEKO",NA,NA
"2151","12/14/2019","WSCS","4 WS , 1 CS","USEF",NA,NA
"2152","12/14/2019","","","SELV",NA,NA
"2153","12/14/2019","","","SPIG",NA,NA
"2154","12/15/2019","","","BROW",NA,NA
"2155","12/16/2019","","","PEND",NA,NA
"2156","12/16/2019","ES","909 elephant seals counted","ELPT",NA,NA
"2157","12/21/2019","","None noted. ","HALF",NA,NA
"2158","12/22/2019","ES","","CUVE",NA,NA
"2159","12/22/2019","WS","","NEKO",NA,NA
"2160","12/23/2019","WS","Three WS on beach.","GEOR",NA,NA
"2161","12/23/2019","","none noted","BRYS",NA,NA
"2162","12/23/2019","","None noted.","BRYE",NA,NA
"2163","12/25/2019","","None noted.","FARE",NA,NA
"2164","12/25/2019","","","SPER",NA,NA
"2165","12/15/2019","","None. ","MONU",NA,NA
"2166","12-25-2019","WS","two weddell seals on shore","MIKK",NA,NA
"2167","01-09-19","FSES","","PLDR",NA,NA
"2168","01-10-19","WSESFS","","CCMP",NA,NA
"2169","01-10-19","WSFSES","Weddell x 2Elephant x 12Fur x 5","JACO",NA,5
"2170","01-11-20","FSWSESLS","","CRBA",NA,NA
"2171","01-11-20","FSWSES","Numerous groups of breeding fur seals with pups present (29 pups)","PTWD",NA,29
"2172","01-12-20","ES","","WELC",NA,NA
"2173","01-12-20","ES","","GOLF",NA,NA
"2174","01-12-02","ESFS","","CLIN",NA,NA
"2175","01/13/2020","ESFS","","HUTB",NA,NA
"2176","01/14/2020","ESFS","","CRAB",NA,NA
"2177","01/14/2020","FSES","","LOOK",NA,NA
"2178","01/14/2020","FSES","","BRIT",NA,NA
"2179","01/14/2020","FSWSES","","GREE",NA,NA
"2180","01/17/2020","FS","","SAPT",NA,NA
"2181","01/17/2020","FS","fur seal pup identified","BELS",NA,NA
"2182","01/17/2020","FS","","SODE",NA,NA
"2183","01/18/2020","FS","","VALE",NA,NA
"2184","01/17/2020","ESFS","","EIP2",NA,NA
"2185","01/17/2020","","","EIP4",NA,NA
"2186","01/17/2020","","","EIP5",NA,NA
"2187","01/17/2020","","","EIP6",NA,NA
"2188","01/19/2020","FSES","","MUCK",NA,NA
"2189","01/20/2020","","","TRIG",NA,NA
"2190","01/19/2020","FSES","","BRIT",NA,NA
"2191","01/22/2020","ESFS","","WALL",NA,NA
"2192","01/22/2020","ESFS","","UICW",NA,NA
"2193","01/24/2020","","","ORCW",NA,NA
"2194","01/26/2020","FSES","recently dead crabeater found on beach","PUTT",NA,NA
"2195","01/27/2020","ESCSWS","","HANN",NA,NA
"2196","01/30/2020","ESFS","","HPNE",NA,NA
"2197","01/30/2020","FSWSCSES","Recently dead leopard seal on beach","HPSW",NA,NA
"2198","01/29/2020","ESFS","","STRA",NA,NA
"2199","01/30/2020","FSES","","PRES",NA,NA
